X,Y,OBJECTID,PRJ_NUMBER,FILE_NUMBR,NAME,ADDRESS,CITY,ZIPCODE,COUNTY,TYPE,OPERATING,OP_CLASS,LOTS,APPDATE,PRISTATUS,SECSTATUS,ONUMBER,OROUTE,FSOURCE,DATASOURCE,NOTES,LAT_DD,LONG_DD,MGRS,GOOGLEMAP,GCID,DESCRIPT,FLAG,UPDATE_DAY,FGDLAQDATE
-80.14381979,25.99076875,506,PRMY002107,7275,EL RANCHO TRAILER PARK,420 NE 4TH CT,HALLANDALE,33009,BROWARD,MOBILE HOME PARK,PRIVATE,PRIVATE,13,3/31/1987,APPROVED, ,DE45070,PATRICK TOMA,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [420 NE 4TH CT, HALLANDALE, FLORIDA, 33009]",25.99076875,-80.14381979,17RNJ8569374942,https://www.google.com/maps/place/17RNJ8569374942,506,EL RANCHO TRAILER PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.55886206,27.46236328,507,PRMZ000315,8122,EL RANCHO VILLAGE,508 44TH AVE E,BRADENTON,34203,MANATEE,MOBILE HOME PARK,PRIVATE,PRIVATE,87,12/26/1985,APPROVED, ,DE00020795, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [508 44TH AVE E, BRADENTON, FLORIDA, 34203]",27.46236328,-82.55886206,17RLL4596438614,https://www.google.com/maps/place/17RLL4596438614,507,EL RANCHO VILLAGE,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.72348091,28.81907134,508,PRMZ000325,8131,EL RED MANOR,451 E BURLEIGH BLVD,TAVARES,32778,LAKE,MOBILE HOME PARK,PRIVATE,PRIVATE,95,7/19/1985,APPROVED, ,DE00011274, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [451 E BURLEIGH BLVD, TAVARES, FLORIDA, 32778]",28.81907134,-81.72348091,17RMM2941088155,https://www.google.com/maps/place/17RMM2941088155,508,EL RED MANOR,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.73118156,27.81409222,509,PRMZ002711,9585,EL REY,4600 67TH ST N,ST PETERSBURG,33709,PINELLAS,MOBILE HOME PARK,PRIVATE,PRIVATE,11,9/30/1985,APPROVED, ,DE00017630,C/O CREATIVE MANAGEMENT,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [4600 67TH ST N, ST PETERSBURG, FLORIDA, 33709]",27.81409222,-82.73118156,17RLL2948077811,https://www.google.com/maps/place/17RLL2948077811,509,EL REY,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.38137579,28.26284718,510,PRMZ002815,9606,EL TONTERIAM COURT,1520 PARSONS ROAD,KISSIMMEE,34744,OSCEOLA,MOBILE HOME PARK,PRIVATE,PRIVATE,34,1/3/1994,APPROVED, ,DE00014899, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [1520 PARSONS RD, KISSIMMEE, FLORIDA, 34744]",28.26284718,-81.38137579,17RMM6259326379,https://www.google.com/maps/place/17RMM6259326379,510,EL TONTERIAM COURT,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.9491073,28.9909153,511,PRMZ000306,8114,ELDORADO MOBILE HOME ESTATES,2320 ESLINGER RD,NEW SMYRNA BEACH,32168,VOLUSIA,MOBILE HOME PARK,PRIVATE,PRIVATE,131,9/30/1985,APPROVED, ,DE43649, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [2320 ESLINGER RD, NEW SMYRNA BEACH, FLORIDA, 32168]",28.9909153,-80.9491073,17RNN0495706980,https://www.google.com/maps/place/17RNN0495706980,511,ELDORADO MOBILE HOME ESTATES,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.76126048,27.91645289,512,PRMZ000319,8125,ELDORADO VILLAGE,2505 EAST BAY DR,LARGO,33771,PINELLAS,MOBILE HOME PARK,PRIVATE,PRIVATE,227,9/27/1985,APPROVED, ,DE40865, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [2505 E BAY DR, LARGO, FLORIDA, 33771]",27.91645289,-82.76126048,17RLL2668089195,https://www.google.com/maps/place/17RLL2668089195,512,ELDORADO VILLAGE,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-84.65547809,30.60824152,513,PRMY002966,7602,ELLIS MOBILE HOME PARK,ELLIS CIR,GRETNA,32332,GADSDEN,MOBILE HOME PARK,PRIVATE,PRIVATE,17,11/5/1984,APPROVED, ,DE00015064, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETNAME, SCORE: 100, [ELLIS CIR, GRETNA, FLORIDA, 32332]",30.60824152,-84.65547809,16RGU2476288529,https://www.google.com/maps/place/16RGU2476288529,513,ELLIS MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.01703694,29.1492752,514,PRMZ000301,8110,ELMWOOD MOBILE HOME PARK,3300 SOUTH NOVA RD,PORT ORANGE,32129,VOLUSIA,MOBILE HOME PARK,PRIVATE,PRIVATE,100,3/18/1986,APPROVED, ,DE45544,"MARIA E VIRGA, CHIEF OPERATING OFFICER",GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [3300 S NOVA RD, PORT ORANGE, FLORIDA, 32129]",29.1492752,-81.01703694,17RMN9834324524,https://www.google.com/maps/place/17RMN9834324524,514,ELMWOOD MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.05252394,29.26392526,515,PRMY001963,7184,ELRAY TRAILER PARK,755 ESPANOLA AVE,ORMOND BEACH,32174,VOLUSIA,MOBILE HOME PARK,PRIVATE,PRIVATE,9,10/25/1984,APPROVED, ,DE45803, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [755 ESPANOLA AVE, ORMOND BEACH, FLORIDA, 32174]",29.26392526,-81.05252394,17RMN9489737228,https://www.google.com/maps/place/17RMN9489737228,515,ELRAY TRAILER PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-85.78658275,30.18362927,516,PR9826,9877,EMERALD COAST RV BEACH RESORT,1957 ALLISON AVE,PANAMA CITY BEACH,32407,BAY,MOBILE HOME PARK,PRIVATE,PRIVATE,44,2/7/2018,APPROVED, ,DE00019172,ATTN: THE AMERICAN CENTER,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [1957 ALLISON AVE, PANAMA CITY BEACH, FLORIDA, 32407]",30.18362927,-85.78658275,16RFU1682039755,https://www.google.com/maps/place/16RFU1682039755,516,EMERALD COAST RV BEACH RESORT,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.14993929,25.97506299,517,PRMY002705,7483,EMERALD ISLES EAST,1-11 SW 10 AVE,HALLANDALE,33009,BROWARD,MOBILE HOME PARK,PRIVATE,PRIVATE,11,9/14/1987,APPROVED,DELINQUENT,DE00011640, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 90.92, [111 SW 10TH ST, HALLANDALE, FLORIDA, 33009]",25.975063,-80.14993929,17RNJ8509273199,https://www.google.com/maps/place/17RNJ8509273199,517,EMERALD ISLES EAST,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.16260239,25.9841577,518,PRMY002113,7279,EMERALD ISLES FOR MOBILE HOMES,11 THRU 21 SW 10TH TERRACE,HALLANDALE,33009,BROWARD,MOBILE HOME PARK,PRIVATE,PRIVATE,9,10/30/1984,APPROVED, ,DE00020698, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [21 SW 10TH TER, HALLANDALE, FLORIDA, 33009]",25.9841577,-80.16260239,17RNJ8381874198,https://www.google.com/maps/place/17RNJ8381874198,518,EMERALD ISLES FOR MOBILE HOMES,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.04397005,26.91712777,519,PRMZ000298,8107,EMERALD LAKE MOBILE HOME COMMUNITY,24300 AIRPORT RD,PUNTA GORDA,33950,CHARLOTTE,MOBILE HOME PARK,PRIVATE,PRIVATE,201,3/18/1986,APPROVED, ,DE44270,BUSINESS LICENSES LLC,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [24300 AIRPORT RD, PUNTA GORDA, FLORIDA, 33950]",26.91712777,-82.04397005,17RLK9634377684,https://www.google.com/maps/place/17RLK9634377684,519,EMERALD LAKE MOBILE HOME COMMUNITY,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.65071898,28.18918545,520,PRMZ001638,9276,EMERALD LAKE MOBILE HOME PARK,200 JEREMY DR,DAVENPORT,33837,POLK,MOBILE HOME PARK,PRIVATE,PRIVATE,108,1/9/1989,APPROVED, ,DE00018356, EMERALD LAKES,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [200 JEREMY DR, DAVENPORT, FLORIDA, 33837]",28.18918545,-81.65071898,17RMM3613118331,https://www.google.com/maps/place/17RMM3613118331,520,EMERALD LAKE MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.77789566,28.55368467,521,PRMZ001858,9461,EMERALD LAKES MOBILE VILLAGE,1401 W HWY 50,CLERMONT,34711,LAKE,MOBILE HOME PARK,PRIVATE,PRIVATE,104,12/12/1985,APPROVED, ,DE00022285, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [1401 W SR-50, CLERMONT, FLORIDA, 34711]",28.55368468,-81.77789566,17RMM2390958786,https://www.google.com/maps/place/17RMM2390958786,521,EMERALD LAKES MOBILE VILLAGE,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.16829759,26.05325106,522,PRMZ001650,9288,"EMERALD LAKES VILLAGE, INC.",5551 RAVENSWOOD RD,FORT LAUDERDALE,33312,BROWARD,MOBILE HOME PARK,PRIVATE,PRIVATE,181,1/31/1986,APPROVED, ,DE00012580, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [5551 RAVENSWOOD RD, FORT LAUDERDALE, FLORIDA, 33312]",26.05325106,-80.16829759,17RNJ8319981846,https://www.google.com/maps/place/17RNJ8319981846,522,"EMERALD LAKES VILLAGE, INC.",NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.59481182,27.97237053,523,PRMZ002069,9511,ENCHANTED GROVE MOBILE HOME & RV PARK,5137 NORTH SCENIC HIGHWAY,LAKE WALES,33853,POLK,MOBILE HOME PARK,PRIVATE,PRIVATE,120,12/23/1987,APPROVED, ,DE45614,ATTN: BRADLEY DRESSLER,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 92.08, [5137 N SCENIC HWY, LAKE WALES, FLORIDA, 33898]",27.97237053,-81.59481182,17RML4150194284,https://www.google.com/maps/place/17RML4150194284,523,ENCHANTED GROVE MOBILE HOME & RV PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.6068798,27.99828851,524,PRMZ000309,8117,ENCHANTED LAKES EST,750 E MALABAR RD,MALABAR,32950,BREVARD,MOBILE HOME PARK,PRIVATE,PRIVATE,77,10/16/1985,APPROVED, ,DE00020322, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 92.43, [750 MALABAR RD, MALABAR, FLORIDA, 32950]",27.99828851,-80.6068798,17RNL3865397075,https://www.google.com/maps/place/17RNL3865397075,524,ENCHANTED LAKES EST,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.76169993,26.11980363,525,PRMZ000307,8115,ENCHANTING ACRES,2 ENCHANTING BLVD,NAPLES,34112,COLLIER,MOBILE HOME PARK,PRIVATE,PRIVATE,6,8/29/1985,APPROVED, ,DE00016245, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [2 ENCHANTING BLVD, NAPLES, FLORIDA, 34112]",26.11980363,-81.76169993,17RMJ2384789174,https://www.google.com/maps/place/17RMJ2384789174,525,ENCHANTING ACRES,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.7350197,26.1545109,526,PRMY002101,7272,ENDLESS SUMMER MHP,2 TINA LANE,NAPLES,34104,COLLIER,MOBILE HOME PARK,PRIVATE,PRIVATE,25,9/22/1986,APPROVED, ,DE00021744, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [2 TINA LN, NAPLES, FLORIDA, 34104]",26.1545109,-81.7350197,17RMJ2653693003,https://www.google.com/maps/place/17RMJ2653693003,526,ENDLESS SUMMER MHP,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.35712099,26.96711052,527,PRMY002660,7467,"ENGLEWOOD GREENS MOBILE VILLAGE, INC.",250 N MCCALL RD,ENGLEWOOD,34223,SARASOTA,MOBILE HOME PARK,PRIVATE,PRIVATE,23,10/17/1984,APPROVED, ,DE00013223, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [250 N MCCALL RD, ENGLEWOOD, FLORIDA, 34223]",26.96711052,-82.35712099,17RLK6530683516,https://www.google.com/maps/place/17RLK6530683516,527,"ENGLEWOOD GREENS MOBILE VILLAGE, INC.",NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.30499599,28.79435503,528,PRMZ002803,9603,ENSIGN'S OASIS MOBILE HOME AND TRAVEL PARK,4624 S FLORIDA AVE,INVERNESS,34450,CITRUS,MOBILE HOME PARK,PRIVATE,PRIVATE,53,9/30/1986,APPROVED, ,DE46068, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [4624 S FLORIDA AVE, INVERNESS, FLORIDA, 34450]",28.79435503,-82.30499599,17RLM7263785901,https://www.google.com/maps/place/17RLM7263785901,528,ENSIGN'S OASIS MOBILE HOME AND TRAVEL PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.56371068,28.7794665,529,PRMZ000311,8119,EVANRIDGE MOBILE HOME PARK,5662 S. OAKRIDGE DRIVE,HOMOSASSA,34448,CITRUS,MOBILE HOME PARK,PRIVATE,PRIVATE,51,8/29/1985,APPROVED, ,DE00011261, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 98.53, [5662 S OAKRIDGE DR, HOMOSASSA, FLORIDA, 34448]",28.7794665,-82.56371068,17RLM4736284556,https://www.google.com/maps/place/17RLM4736284556,529,EVANRIDGE MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.21087106,26.02214823,530,PRMZ000303,8112,EVENING STAR MANUFACTURED HOME COMMUNITY,6101 CLEVELAND ST,HOLLYWOOD,33024,BROWARD,MOBILE HOME PARK,PRIVATE,PRIVATE,104,10/29/1985,APPROVED, ,DE45265, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [6101 CLEVELAND ST, HOLLYWOOD, FLORIDA, 33024]",26.02214823,-80.21087106,17RNJ7896178375,https://www.google.com/maps/place/17RNJ7896178375,530,EVENING STAR MANUFACTURED HOME COMMUNITY,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-83.56455798,30.07729646,531,PRMY003427,7744,EVERETTS MOBILE HOME PARK,3309 US 19 S,PERRY,32348,TAYLOR,MOBILE HOME PARK,PRIVATE,PRIVATE,25,10/31/1994,APPROVED, ,DE00018907, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [3309 US HIGHWAY 19 S, PERRY, FLORIDA, 32348]",30.07729646,-83.56455798,17RKP5280530124,https://www.google.com/maps/place/17RKP5280530124,531,EVERETTS MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.21943312,26.08089721,532,PRMZ002917,9644,EVERGLADES LAKES MH COMMUNITY,2900 SW 52ND AVE,FORT LAUDERDALE,33314,BROWARD,MOBILE HOME PARK,PRIVATE,PRIVATE,639,6/19/1985,APPROVED,DELINQUENT,DE00015012, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [2900 SW 52ND AVE, FORT LAUDERDALE, FLORIDA, 33314]",26.08089721,-80.21943312,17RNJ7806584877,https://www.google.com/maps/place/17RNJ7806584877,532,EVERGLADES LAKES MH COMMUNITY,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.9224294,26.75004152,533,PRMZ001817,9429,EVERGLADES MHP,500 SOUTH FRANCISCO AVENUE,CLEWISTON,33440,HENDRY,MOBILE HOME PARK,PRIVATE,PRIVATE,58,12/9/1987,APPROVED, ,DE00012763, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 90.92, [500 S FRANCISCO ST, CLEWISTON, FLORIDA, 33440]",26.75004152,-80.9224294,17RNK0771358753,https://www.google.com/maps/place/17RNK0771358753,533,EVERGLADES MHP,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.89462089,26.67446365,534,PRMY002407,7371,EVERGREEN TP,323 EVERGREEN RD,NORTH FORT MYERS,33903,LEE,MOBILE HOME PARK,PRIVATE,PRIVATE,14,11/8/1985,APPROVED, ,DE00013837, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [323 EVERGREEN RD, NORTH FORT MYERS, FLORIDA, 33903]",26.67446365,-81.89462089,17RMK1098450692,https://www.google.com/maps/place/17RMK1098450692,534,EVERGREEN TP,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-85.10048121,30.36350509,535,PRMY003364,7712,FAIRCLOTH MOBILE HOME PARK,HWY. 71 SOUTH,BLOUNTSTOWN,32424,CALHOUN,MOBILE HOME PARK,PRIVATE,PRIVATE,29,8/1/1994,APPROVED, ,DE00018655, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETNAME, SCORE: 100, [SR 71 S, BLOUNTSTOWN, FLORIDA, 32424]",30.36350509,-85.10048121,16RFU8254960596,https://www.google.com/maps/place/16RFU8254960596,535,FAIRCLOTH MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.21635541,29.12897353,536,PRMZ003225,9716,FAIRFIELD VILLAGE,5866 SW 58TH PL,OCALA,34474,MARION,MOBILE HOME PARK,PRIVATE,PRIVATE,295,6/12/1990,APPROVED, ,DE44103,ATTN: SUN COMMUNITIES,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [5866 SW 58TH PL, OCALA, FLORIDA, 34474]",29.12897353,-82.21635541,17RLN8167022886,https://www.google.com/maps/place/17RLN8167022886,536,FAIRFIELD VILLAGE,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.93885653,26.7487832,537,PR7502,7523,FAIRGROUNDS MHP,EL PASO AVENUE,CLEWISTON,33440,HENDRY,MOBILE HOME PARK,PRIVATE,PRIVATE,49,7/16/2004,APPROVED, ,DE36475, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETNAME, SCORE: 90.54, [W EL PASO AVE, CLEWISTON, FLORIDA, 33440]",26.7487832,-80.93885653,17RNK0608058613,https://www.google.com/maps/place/17RNK0608058613,537,FAIRGROUNDS MHP,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.72837961,27.82401091,538,PRMZ000366,8166,FAIRHAVEN MOBILE HOME PARK,5757 66TH ST N,ST PETERSBURG,33709,PINELLAS,MOBILE HOME PARK,PRIVATE,PRIVATE,183,9/26/1985,APPROVED, ,DE00021087,C/O HENRY FORREST JR,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [5757 66TH ST N, ST PETERSBURG, FLORIDA, 33709]",27.82401091,-82.72837961,17RLL2977178906,https://www.google.com/maps/place/17RLL2977178906,538,FAIRHAVEN MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.37854941,27.62882131,539,PRMZ001770,9390,FAIRLANE HARBOR MOBILE HOME ESTATES,1500 S INDIAN RIVER BLVD,VERO BEACH,32960,INDIAN RIVER,MOBILE HOME PARK,PRIVATE,PRIVATE,232,8/1/1985,APPROVED, ,DE00012699, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 92.43, [1500 INDIAN RIVER BLVD, VERO BEACH, FLORIDA, 32960]",27.62882131,-80.37854941,17RNL6131156240,https://www.google.com/maps/place/17RNL6131156240,539,FAIRLANE HARBOR MOBILE HOME ESTATES,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.19789044,28.20804262,540,PRMZ001242,8927,FAIRVIEW MOBILE ESTATES INC,37400 CHANCEY RD,ZEPHYRHILLS,33541,PASCO,MOBILE HOME PARK,PRIVATE,PRIVATE,81,9/21/1988,APPROVED, ,DE00012223, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [37400 CHANCEY RD, ZEPHYRHILLS, FLORIDA, 33541]",28.20804262,-82.19789044,17RLM8244320830,https://www.google.com/maps/place/17RLM8244320830,540,FAIRVIEW MOBILE ESTATES INC,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.17295038,28.56545819,541,PRMZ000368,8168,FAIRWAYS COUNTRY CLUB,14205 E COLONIAL DR,ORLANDO,32826,ORANGE,MOBILE HOME PARK,PRIVATE,PRIVATE,1142,11/8/1985,APPROVED, ,DE43276, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [14205 E COLONIAL DR, ORLANDO, FLORIDA, 32826]",28.56545819,-81.17295039,17RMM8308559856,https://www.google.com/maps/place/17RMM8308559856,541,FAIRWAYS COUNTRY CLUB,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.09472559,29.26923776,542,PRMZ002535,9554,FALLS AT ORMOND (THE),105 CLYDE MORRIS BLVD,ORMOND BEACH,32174,VOLUSIA,MOBILE HOME PARK,PRIVATE,PRIVATE,599,6/25/1985,APPROVED, ,DE00017061, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [105 CLYDE MORRIS BLVD, ORMOND BEACH, FLORIDA, 32174]",29.26923776,-81.09472559,17RMN9079837819,https://www.google.com/maps/place/17RMN9079837819,542,FALLS AT ORMOND (THE),NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.73241003,27.94209812,543,PRMZ000367,8167,FAR HORIZON,2580 NURSERY RD,CLEARWATER,33764,PINELLAS,MOBILE HOME PARK,PRIVATE,PRIVATE,88,9/12/1985,APPROVED, ,DE46077, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [2580 NURSERY RD, CLEARWATER, FLORIDA, 33764]",27.94209813,-82.73241003,17RLL2955991996,https://www.google.com/maps/place/17RLL2955991996,543,FAR HORIZON,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.25055357,27.93800417,544,PRMZ000365,8165,FEATHEROCK MOBILE HOME PARK,2200 HWY 60 E,VALRICO,33594,HILLSBOROUGH,MOBILE HOME PARK,PRIVATE,PRIVATE,522,6/2/1986,APPROVED, ,DE44314,BUSINESS LICENSES LLC,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [2200 SR-60 E, VALRICO, FLORIDA, 33594]",27.93800417,-82.25055357,17RLL7696790964,https://www.google.com/maps/place/17RLL7696790964,544,FEATHEROCK MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-84.32504643,30.49794283,545,PRMY002046,7240,FELLOWSHIP BAPTIST CHURCH TRAILER PARK,3679 WIGGINGTON RD,TALLAHASSEE,32303,LEON,MOBILE HOME PARK,PRIVATE,PRIVATE,15,11/8/1984,APPROVED, ,DE00013296, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [3679 WIGGINGTON RD, TALLAHASSEE, FLORIDA, 32303]",30.49794284,-84.32504644,16RGU5674177007,https://www.google.com/maps/place/16RGU5674177007,545,FELLOWSHIP BAPTIST CHURCH TRAILER PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.30419881,29.07527896,546,PRMZ000359,8159,FERNWOOD MOBILE HOME PARK,2701 STAGHORN CT,DELAND,32724,VOLUSIA,MOBILE HOME PARK,PRIVATE,PRIVATE,92,1/3/1986,APPROVED, ,DE43548, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [2701 STAGHORN CT, DELAND, FLORIDA, 32724]",29.07527896,-81.30419881,17RMN7039216364,https://www.google.com/maps/place/17RMN7039216364,546,FERNWOOD MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.81210299,28.12743122,547,PRMZ000332,8137,FISH HAVEN LODGE,201 FISH HAVEN RD,AUBURNDALE,33823,POLK,MOBILE HOME PARK,PRIVATE,PRIVATE,70,12/20/1985,APPROVED, ,DE44867, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [201 FISH HAVEN RD, AUBURNDALE, FLORIDA, 33823]",28.12743122,-81.81210299,17RMM2024511585,https://www.google.com/maps/place/17RMM2024511585,547,FISH HAVEN LODGE,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.21823017,28.32548762,548,PRMZ000327,8133,FISHERMAN'S COVE,36100 DOCKSIDE PLACE,DADE CITY,33525,PASCO,MOBILE HOME PARK,PRIVATE,PRIVATE,100,9/30/1986,APPROVED, ,DE38527,LAMONT GARBER,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [36100 DOCKSIDE PL, DADE CITY, FLORIDA, 33525]",28.32548762,-82.21823016,17RLM8057733862,https://www.google.com/maps/place/17RLM8057733862,548,FISHERMAN'S COVE,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
